# {"t_start": 1587158556.8370657, "env_id": "DemonAttackNoFrameskip-v4"} 
r,l,t
100.0,1104,23.699004
280.0,2241,69.203003
140.0,1007,89.965005
140.0,1436,119.379001
250.0,975,139.740005
325.0,1359,167.710005
100.0,683,181.510004
140.0,868,199.315005
325.0,1277,225.854004
140.0,900,244.282004
295.0,1341,271.960004
235.0,1016,292.985003
280.0,1068,314.681005
140.0,936,333.901003
400.0,1936,372.661004
160.0,1024,393.361004
80.0,464,402.724004
385.0,1639,435.281003
295.0,2014,475.247004
385.0,1266,500.429004
480.0,1715,535.103004
680.0,2058,576.006003
1920.0,3817,652.507005
440.0,1692,685.771003
880.0,1937,724.441004
295.0,1284,749.750002
1100.0,2787,803.839004
3905.0,3748,876.939003
130.0,722,890.995003
800.0,1579,921.851003
150.0,638,934.151005
1280.0,2659,986.320005
3965.0,3385,1052.932004
110.0,708,1066.683004
385.0,1671,1099.170003
900.0,2155,1141.081006
1740.0,2207,1184.312006
1320.0,2297,1230.996004
900.0,2125,1272.655001
250.0,1154,1295.112002
1960.0,2381,1341.541004
1420.0,2461,1389.568002
480.0,1521,1418.982006
1240.0,2883,1475.173003
820.0,1556,1505.392003
2065.0,3038,1564.123006
1040.0,1952,1601.772003
1480.0,2272,1644.669003
160.0,669,1657.265004
1200.0,2332,1702.181005
1040.0,1879,1738.376002
840.0,1658,1770.052001
1740.0,2515,1817.685004
4300.0,3935,1892.531003
2990.0,3428,1957.362007
355.0,1859,1993.032004
460.0,1179,2015.298003
2590.0,2812,2068.837005
840.0,1822,2103.287006
2685.0,2964,2159.185004
720.0,1775,2193.210005
480.0,1592,2223.115005
3885.0,3786,2294.889004
220.0,952,2312.532005
3300.0,3211,2373.243004
385.0,1679,2405.130004
2815.0,2924,2460.382003
120.0,492,2469.977003
1340.0,1867,2504.845004
1900.0,2127,2545.266003
4580.0,3624,2613.593003
1540.0,2635,2663.169003
2390.0,2450,2709.515004
900.0,1643,2740.720003
860.0,1685,2773.323004
340.0,1312,2798.335004
4900.0,3980,2873.146004
5600.0,4567,2959.519003
3560.0,3210,3021.278004
2970.0,3005,3078.627003
140.0,801,3093.519004
2040.0,2502,3140.900002
1780.0,2250,3183.290004
1380.0,2434,3229.157004
580.0,1515,3257.283005
2455.0,2356,3301.513004
2660.0,3224,3362.228005
2660.0,2826,3414.902003
1920.0,2877,3469.871003
175.0,700,3483.011003
385.0,1055,3502.825002
1420.0,2307,3546.064004
1000.0,1810,3580.208005
2745.0,3906,3654.964004
6820.0,5016,3748.769002
5340.0,4273,3829.199003
2060.0,2356,3873.876004
1960.0,2999,3930.129007
1740.0,2324,3974.222004
1840.0,2638,4024.187002
1160.0,2067,4063.638005
1380.0,2145,4104.379004
1200.0,1604,4134.769002
1020.0,1958,4172.075004
880.0,2008,4210.246001
325.0,1229,4233.141004
325.0,1056,4253.156004
2040.0,2990,4309.917004
2060.0,2506,4357.205003
7405.0,4403,4440.188003
3150.0,2917,4494.863004
1100.0,1868,4530.257004
5330.0,4023,4606.287002
3245.0,3186,4666.462005
1600.0,2353,4710.885004
1020.0,1763,4743.757003
235.0,751,4757.712005
2685.0,2821,4811.095004
2615.0,2890,4865.528004
4070.0,3824,4937.696003
2895.0,3368,5001.220004
