# {"t_start": 1587222565.5408962, "env_id": "DemonAttackNoFrameskip-v4"} 
r,l,t
140.0,1054,119.100443
80.0,693,249.058012
90.0,662,378.548011
120.0,624,497.29601
30.0,186,533.579009
60.0,310,588.821011
355.0,1570,902.571811
140.0,736,1043.540048
110.0,772,1199.208047
220.0,864,1391.155049
325.0,1260,1619.15305
100.0,572,1727.584049
235.0,654,1838.883049
190.0,1785,2175.647058
110.0,479,2258.375049
370.0,1112,2459.518048
190.0,664,2578.549048
110.0,711,2706.258047
150.0,543,2823.353049
175.0,1980,3178.837047
190.0,1047,3369.264046
140.0,786,3505.830049
385.0,1176,3731.766058
280.0,1154,4654.219048
640.0,1876,4989.925049
820.0,2096,5362.658048
1840.0,2656,5848.353051
780.0,1792,6173.401048
940.0,2057,6547.374049
900.0,2111,6926.848049
220.0,894,7089.693047
310.0,1247,7306.924049
60.0,321,7369.618048
540.0,1623,7659.117048
235.0,962,7830.630048
1680.0,2558,8292.420049
1640.0,2587,8753.181048
1620.0,2648,9232.481049
295.0,1492,9495.078047
2745.0,3189,10073.074049
400.0,1429,10326.349048
720.0,1779,10642.754049
1620.0,2551,11102.696048
1540.0,2850,11608.841048
580.0,1615,11898.098049
400.0,1614,12186.986049
3780.0,3749,12872.135366
1860.0,2461,13319.782368
3840.0,3703,13985.760365
3200.0,3484,14617.520366
3210.0,3059,15160.252366
860.0,2190,15557.407366
1720.0,2221,15954.208366
2160.0,2788,16451.241366
3575.0,3262,17037.535363
5220.0,4624,17880.779364
7020.0,5111,18800.935366
295.0,1555,19081.203363
1880.0,2295,19488.123366
3140.0,3439,20110.501366
1460.0,2248,20508.095366
1160.0,3352,21111.662368
2460.0,2915,21635.729366
4890.0,4262,22403.269367
1360.0,2127,22782.422367
400.0,1876,23116.082366
3810.0,3814,23802.828366
540.0,1629,24091.365366
1160.0,1988,24451.766368
1560.0,1872,24786.004366
3640.0,3026,25328.076367
4910.0,4298,26096.572366
2160.0,2714,26583.725376
3160.0,3533,27221.160367
580.0,1441,27488.078366
1380.0,1812,27837.472366
420.0,1492,28100.319365
3930.0,3878,28803.925366
400.0,1232,29021.030365
1200.0,1503,29291.688366
250.0,1066,29481.823375
1580.0,2588,29947.475366
3980.0,3565,30615.110366
2645.0,2906,31138.832367
1960.0,2094,31509.239366
4630.0,4358,32294.755364
1820.0,2207,32692.297366
1080.0,1544,32964.230366
2490.0,2902,33502.822367
2980.0,3391,34108.366367
1000.0,1959,34460.915365
6090.0,4050,35192.190364
5060.0,4066,35968.497366
150.0,815,36113.359366
355.0,1191,36327.299366
385.0,1296,36566.837368
4310.0,3578,37223.131364
4520.0,4435,38029.104367
920.0,1514,38304.880365
1620.0,1900,38650.263366
1760.0,1824,38994.556365
1640.0,1877,39339.035368
325.0,1254,39566.918364
3055.0,3030,40156.133366
4320.0,3848,40889.317367
2345.0,2720,41401.207365
5040.0,4366,42250.472366
295.0,1248,42510.728367
2680.0,3126,43123.796367
2510.0,2942,43663.75937
1240.0,1831,43994.979366
1860.0,2627,44463.798366
3860.0,4208,45247.640365
4450.0,4353,46038.684364
4710.0,4180,46818.156365
1120.0,1541,47120.822366
1080.0,1729,47427.738366
5240.0,4779,48286.23037
3365.0,3221,48910.544369
4290.0,3668,49681.753366
6100.0,4818,50651.020366
1720.0,1987,51039.693363
3435.0,3187,51624.718367
4520.0,3389,52336.467365
3590.0,3248,52950.134366
3740.0,3825,53838.769366
2305.0,2571,54375.275366
4610.0,3750,55110.944366
130.0,422,55198.417367
1200.0,2107,55650.372366
1680.0,1933,56090.858366
1880.0,2265,56589.579363
6480.0,3906,57355.061366
4640.0,4946,58654.198365
6640.0,5549,59886.258367
4600.0,3441,60619.966367
2155.0,2421,61119.594364
880.0,2050,61580.191366
3925.0,3629,62413.219366
355.0,1465,62766.118366
2280.0,2911,63453.870366
1940.0,2342,63930.008366
1440.0,2004,64315.381366
4380.0,3898,65022.687366
5080.0,3526,65717.417366
3820.0,3318,66317.541366
400.0,1264,66551.646367
1200.0,2125,66938.038363
1820.0,2438,67387.672366
1820.0,2433,67832.499367
1680.0,2101,68220.523366
40.0,245,68266.155367
480.0,1330,68501.548365
1260.0,1903,68849.032366
1240.0,2336,69274.792367
7005.0,4816,70248.946363
4350.0,3941,71067.577366
7030.0,4515,71993.614366
7030.0,3968,72728.289366
7400.0,5130,73710.282367
3470.0,4048,74478.384366
3280.0,2822,75058.966366
