# {"t_start": 1587222566.436897, "env_id": "DemonAttackNoFrameskip-v4"} 
r,l,t
235.0,1337,173.733012
40.0,475,258.30101
325.0,1407,533.022012
70.0,614,647.536013
130.0,884,823.112178
340.0,1367,1114.739048
160.0,773,1252.976048
130.0,476,1371.848047
150.0,834,1526.877048
90.0,454,1600.020048
120.0,647,1717.946048
250.0,1156,1929.003047
370.0,1482,2202.277047
310.0,1474,2467.950046
120.0,699,2595.767047
280.0,1316,2849.874048
420.0,2263,3260.130048
1000.0,2142,3649.568048
400.0,1671,4672.003047
1280.0,1842,4998.700047
50.0,400,5072.274048
205.0,1181,5280.308057
580.0,1873,5628.128051
660.0,1402,5874.877047
1600.0,2439,6329.219048
420.0,1481,6591.292048
370.0,1708,6898.311046
760.0,1860,7233.160048
580.0,2117,7612.981048
2860.0,3435,8228.192048
580.0,1932,8571.971046
540.0,1827,8906.123047
980.0,1962,9258.585048
1320.0,2210,9647.900048
420.0,1582,9936.367048
1920.0,2931,10461.135047
3365.0,4163,11210.28805
1320.0,2330,11625.831046
3300.0,3491,12249.746048
340.0,1497,12520.833047
4400.0,3737,13200.765364
1260.0,2043,13574.800366
740.0,1678,13876.223364
2620.0,3064,14426.668365
4550.0,3949,15132.079365
1980.0,2599,15601.785362
1080.0,2005,15962.336422
3365.0,3341,16558.353374
1760.0,2555,17018.372365
780.0,2019,17388.826365
2185.0,2661,17870.502366
5180.0,3891,18565.831364
2500.0,2694,19052.827363
2540.0,2692,19532.131366
580.0,1503,19802.288375
4730.0,3849,20489.206363
5330.0,5662,21508.664365
1820.0,2176,21897.390365
1740.0,2138,22284.956366
1020.0,1612,22573.850365
880.0,1820,22898.512365
620.0,1777,23214.291366
385.0,1247,23440.226365
4160.0,3803,24117.780364
1640.0,2615,24587.346366
1880.0,2119,24966.456365
3385.0,3424,25580.778365
4210.0,3836,26276.020365
1540.0,2176,26663.918366
3455.0,3532,27301.741367
1900.0,2173,27709.072364
2810.0,2836,28225.940365
6040.0,5945,29299.894368
1540.0,2335,29720.831368
1840.0,2283,30144.642364
3975.0,3599,30803.757366
3530.0,3332,31399.615365
2630.0,2530,31851.569366
6220.0,5017,32754.867365
3605.0,3572,33411.374365
1985.0,3107,33971.019366
1680.0,2116,34350.819365
4850.0,3738,35020.156366
3650.0,3484,35675.901374
1760.0,2667,36168.295375
4470.0,3466,36802.060364
2725.0,2767,37312.547365
6880.0,4958,38222.156366
1880.0,2255,38622.589365
325.0,912,38786.066366
1540.0,2603,39275.365367
1820.0,2403,39722.440364
1020.0,1891,40101.250363
6310.0,4692,40992.317364
700.0,1530,41268.407366
6210.0,3962,42065.036365
580.0,1507,42344.275367
540.0,1403,42634.347368
4305.0,3411,43285.146366
1080.0,1853,43626.721374
325.0,1213,43849.397364
90.0,897,44003.599366
3035.0,3689,44670.980365
3980.0,3382,45301.483366
1460.0,2283,45712.721363
4570.0,4289,46508.378364
3400.0,3120,47110.334365
4070.0,3602,47751.422365
5090.0,4112,48512.041365
2480.0,2892,49082.217365
840.0,1655,49437.551365
1940.0,2457,49927.080364
5100.0,3826,50714.451364
5000.0,3827,51419.621364
3975.0,3079,52001.998365
500.0,1383,52334.989365
2535.0,3865,53052.058366
2610.0,3107,53811.155363
5390.0,4526,54728.152364
340.0,1330,54991.612366
265.0,919,55179.146366
2570.0,2579,55735.172375
1040.0,1445,56069.271365
5610.0,4750,57064.249367
2955.0,2999,57765.988365
1740.0,2335,58352.259366
1820.0,2109,58885.648366
2160.0,2599,59482.077364
3705.0,3196,60149.235366
1420.0,1920,60551.478366
130.0,533,60663.892364
1220.0,2116,61091.962365
4290.0,4302,62076.603366
1620.0,2545,62696.646365
3660.0,3929,63593.545366
2640.0,2501,64076.055367
4085.0,3768,64778.498366
4910.0,4038,65563.238366
1940.0,2671,66046.365363
540.0,1584,66334.756365
2320.0,2341,66760.418365
1160.0,2098,67153.390365
5910.0,4404,67961.823365
355.0,1526,68246.478363
700.0,1418,68500.214365
2275.0,2423,68939.222365
3910.0,3471,69636.428365
4460.0,3762,70357.353363
5800.0,4582,71318.463364
3225.0,2604,71849.981367
5470.0,3831,72581.930365
2120.0,2744,73073.992365
6290.0,4709,73999.033365
2530.0,2506,74467.716363
2470.0,2781,75039.467363
