# {"t_start": 1587158557.3000803, "env_id": "DemonAttackNoFrameskip-v4"} 
r,l,t
90.0,1123,23.722989
140.0,1245,48.377988
160.0,958,68.133989
90.0,427,76.83899
190.0,1379,105.145989
60.0,394,113.136988
175.0,768,129.470988
70.0,351,136.347989
340.0,1176,160.28499
220.0,1204,184.934986
355.0,1262,210.72999
130.0,665,224.79199
265.0,989,245.15899
70.0,507,255.483989
160.0,1034,276.857986
175.0,846,294.502987
175.0,843,311.421989
175.0,1102,334.058988
250.0,1170,357.45799
1400.0,2264,403.278988
820.0,2423,451.360989
780.0,2032,491.85199
355.0,1689,526.158988
1240.0,3113,588.304989
500.0,1617,620.182988
370.0,1534,650.797988
1060.0,2146,693.28299
620.0,1537,723.759993
1620.0,2470,772.228988
960.0,1714,805.319988
1480.0,3093,865.70899
1400.0,3108,926.530988
80.0,757,941.804987
1520.0,2484,989.951989
355.0,1213,1013.72499
355.0,1297,1038.734991
960.0,1861,1075.428987
205.0,1092,1096.584991
420.0,1078,1117.732989
1880.0,2670,1169.40899
1880.0,2793,1226.004989
1020.0,1839,1262.265989
2100.0,2636,1313.727988
860.0,1816,1349.32199
460.0,1741,1383.176989
1880.0,2213,1425.954987
3280.0,3959,1503.218988
680.0,1838,1538.764992
840.0,1571,1569.17599
3250.0,3998,1645.538989
900.0,1743,1678.944989
295.0,1353,1704.940988
620.0,1731,1738.149989
1680.0,2478,1785.530989
2455.0,3453,1851.047989
840.0,1822,1885.368989
4700.0,4171,1964.395993
340.0,1429,1991.820989
1320.0,2027,2030.278989
840.0,1671,2061.82499
1500.0,2197,2103.73199
2240.0,2952,2159.444988
50.0,257,2164.180989
1960.0,2780,2217.253989
2890.0,3359,2280.731989
2635.0,2883,2335.321987
150.0,665,2347.516991
1480.0,2420,2393.35599
1680.0,2272,2436.333988
2240.0,2523,2484.22699
3240.0,2963,2540.222992
2330.0,2980,2596.448987
1100.0,2113,2635.990989
940.0,1860,2671.155989
1900.0,2271,2714.06799
1160.0,1975,2751.861989
1320.0,2375,2797.539989
2395.0,2632,2846.99999
1920.0,2628,2896.50099
4760.0,3581,2964.251989
355.0,1077,2985.015989
3030.0,2628,3035.19699
800.0,2131,3075.66099
4560.0,3712,3145.982988
3440.0,3296,3208.12499
3300.0,3282,3270.113989
4490.0,3601,3337.56799
205.0,641,3349.438989
4670.0,4167,3427.721989
2230.0,2887,3482.80199
4165.0,3423,3547.28899
520.0,1236,3570.665987
2200.0,2742,3622.95199
4010.0,3500,3688.832989
4730.0,3803,3760.260988
1040.0,1659,3791.175989
3295.0,3797,3863.005989
1640.0,2433,3908.474989
325.0,1546,3937.76999
1520.0,2780,3990.403988
