# {"t_start": 1587222566.2908964, "env_id": "DemonAttackNoFrameskip-v4"} 
r,l,t
70.0,361,9.109002
250.0,1670,304.860011
90.0,718,450.000012
60.0,291,496.685011
160.0,960,683.06301
355.0,1272,939.926462
40.0,407,1015.419048
100.0,577,1142.766047
110.0,538,1235.160047
100.0,712,1399.329047
130.0,692,1527.19505
100.0,580,1627.202048
280.0,1800,1956.222048
175.0,613,2074.633048
295.0,1162,2284.679049
235.0,1115,2486.16005
520.0,1781,2822.800048
140.0,707,2949.923048
190.0,927,3114.708048
140.0,570,3223.197048
355.0,1274,3450.054049
220.0,1245,3668.449049
325.0,1244,4617.157049
310.0,1184,4827.00105
1120.0,2550,5289.261048
295.0,1214,5506.158048
1320.0,2098,5892.653048
1560.0,2187,6291.470049
1160.0,2638,6771.459049
580.0,1551,7043.990046
1040.0,2273,7450.68805
840.0,2159,7839.140048
2400.0,3101,8400.149048
1440.0,2317,8815.520048
540.0,1687,9114.707049
295.0,1057,9304.432049
355.0,1559,9584.669048
2350.0,2988,10118.210049
1080.0,2021,10479.813048
920.0,2723,10966.611048
2120.0,2574,11435.918048
1800.0,2360,11852.275048
2265.0,2832,12366.987049
280.0,1323,12602.462046
295.0,1070,12798.600365
1120.0,2271,13209.778366
1440.0,2112,13593.623364
4390.0,4020,14318.581366
540.0,1418,14571.896367
2265.0,2855,15086.359377
160.0,700,15205.007367
2050.0,3300,15800.189366
1920.0,2545,16259.762366
3345.0,3169,16828.743367
1040.0,2041,17199.078367
5020.0,3894,17898.324363
760.0,1792,18222.753366
1760.0,1971,18574.929367
440.0,1737,18881.885366
2840.0,2858,19396.820364
3710.0,3636,20055.365367
1560.0,2446,20489.022364
1780.0,3730,21156.609365
1400.0,2469,21599.387365
960.0,1952,21951.461365
340.0,1337,22194.935365
980.0,1755,22502.333364
3335.0,3536,23141.885365
1080.0,1938,23485.841364
400.0,1299,23720.293367
3845.0,3748,24388.042364
2590.0,2759,24884.924365
1780.0,2460,25327.400366
2990.0,3413,25942.104365
2615.0,2638,26411.829365
370.0,1209,26627.991366
1200.0,2076,27002.844367
400.0,1389,27256.123366
1520.0,2895,27791.581367
385.0,1331,28035.557366
1580.0,2148,28424.270367
1945.0,3001,28965.981365
1200.0,1969,29318.306366
3150.0,3298,29910.999365
5210.0,4374,30723.341366
1880.0,2736,31219.360365
3325.0,3443,31833.509366
860.0,1987,32185.832366
1800.0,2235,32592.024365
5640.0,4648,33438.956366
325.0,983,33619.192366
1820.0,2403,34044.247365
920.0,1616,34333.435366
420.0,1340,34577.215367
8565.0,4775,35447.364366
2305.0,2308,35895.443366
150.0,770,36031.340366
250.0,1134,36231.866365
3870.0,3283,36842.990366
2080.0,2724,37339.528364
2880.0,2868,37861.105367
540.0,1359,38109.445366
800.0,1491,38376.265365
2360.0,2421,38813.382365
3070.0,3336,39448.527365
1780.0,2530,39910.161366
1080.0,2024,40310.354366
310.0,1081,40514.850366
2520.0,3608,41195.020366
4520.0,3703,41946.306365
1340.0,1926,42306.825365
110.0,416,42380.292365
370.0,1154,42624.386366
4710.0,4280,43437.348365
3005.0,2651,43913.209366
1160.0,2002,44273.669367
1920.0,2581,44734.691365
1360.0,2716,45247.342368
4270.0,3988,45974.665365
2950.0,3539,46626.111365
5990.0,3846,47354.899367
1280.0,2142,47742.084365
6290.0,4683,48607.409366
5220.0,4392,49504.361367
4240.0,4889,50509.537366
3100.0,3479,51175.254365
3890.0,3419,51802.956364
7260.0,5482,52912.374367
2485.0,2421,53372.851367
5130.0,3863,54318.064365
5080.0,4310,55161.630366
100.0,462,55262.149365
640.0,1627,55620.956366
7045.0,4760,56697.981366
1340.0,1876,57045.891366
3975.0,3738,57904.040365
2000.0,2670,58600.524365
1580.0,2542,59201.288367
385.0,1314,59507.037366
3135.0,3154,60163.095366
2080.0,2378,60663.897363
355.0,1310,60928.937366
6880.0,4296,61867.367366
7000.0,4420,62923.352365
235.0,1204,63222.978366
6100.0,4139,64075.801365
5310.0,3637,64751.603365
8325.0,5001,65716.287366
2545.0,2890,66235.464364
5500.0,3911,66955.189367
4740.0,3564,67613.909366
3535.0,2822,68137.937366
6130.0,4397,68930.449375
1440.0,2026,69301.125366
1700.0,2133,69764.849367
1920.0,2183,70180.344364
4405.0,4025,71000.203366
7710.0,4940,72024.119365
6190.0,5542,73046.349364
4460.0,3817,73788.790367
6280.0,4208,74590.358367
250.0,1199,74853.174365
