# {"t_start": 1587158557.0920796, "env_id": "DemonAttackNoFrameskip-v4"} 
r,l,t
50.0,541,12.103989
140.0,983,31.648991
175.0,1072,53.076987
220.0,1171,77.421991
90.0,435,86.27199
295.0,1154,109.810989
140.0,829,127.178991
100.0,624,139.787989
175.0,696,154.052989
130.0,741,169.24199
420.0,1440,198.66799
130.0,729,213.61299
265.0,849,231.188987
70.0,359,238.46899
175.0,1095,260.89799
175.0,949,280.817995
310.0,1242,306.23299
120.0,637,319.19499
385.0,1440,348.153989
560.0,1792,384.099991
265.0,1056,405.720989
920.0,1945,444.246988
500.0,1641,476.611991
370.0,1458,506.017989
120.0,773,521.472999
500.0,1531,551.96999
740.0,1789,587.57699
700.0,1976,626.83499
385.0,1385,654.63099
960.0,2167,697.35499
780.0,2164,740.422991
1720.0,3033,799.22999
90.0,467,808.513989
1200.0,1947,845.96399
980.0,2007,885.34599
1620.0,2602,936.37199
1040.0,2020,975.52199
1740.0,3196,1038.16999
1600.0,2668,1090.85899
175.0,1122,1112.58899
500.0,1573,1143.16999
2995.0,3240,1206.781991
1280.0,2233,1252.16599
420.0,1442,1280.371992
880.0,2197,1323.121991
220.0,859,1339.69699
2985.0,3551,1409.12799
420.0,2589,1459.745991
2040.0,2813,1514.245992
940.0,1998,1552.852
960.0,2259,1596.405989
220.0,966,1614.62999
2765.0,3407,1679.95799
205.0,1168,1702.348989
860.0,1987,1740.46599
1080.0,2049,1779.519989
3970.0,3734,1850.60099
580.0,1458,1878.001989
2535.0,2542,1926.10999
310.0,835,1941.90799
1960.0,2438,1988.353991
1020.0,1897,2024.26899
1180.0,1641,2055.558987
1200.0,1674,2087.43799
1440.0,2646,2137.28899
740.0,1582,2167.22599
110.0,738,2181.30999
700.0,1840,2216.141987
110.0,581,2227.08499
880.0,1765,2260.069988
340.0,1409,2286.89899
1080.0,2375,2331.62999
2630.0,3405,2395.88499
295.0,1073,2416.519989
4280.0,3555,2483.655989
355.0,1498,2511.86399
385.0,1345,2537.03199
1720.0,2333,2581.07599
370.0,1378,2607.13099
1280.0,2251,2649.421991
1520.0,1909,2685.334988
2060.0,2633,2735.435989
100.0,521,2745.303989
760.0,1878,2781.558991
295.0,1191,2804.311988
3405.0,3698,2873.749988
1340.0,2156,2914.51899
150.0,834,2930.25999
800.0,1763,2963.25199
540.0,1302,2988.58799
1360.0,2120,3028.750988
175.0,896,3045.78799
1020.0,1830,3080.61599
1920.0,2599,3129.469992
2180.0,2653,3179.63399
980.0,1846,3214.371991
1860.0,2319,3257.883991
280.0,1069,3278.28699
2980.0,3064,3335.467
1880.0,2265,3377.83299
340.0,1208,3400.306992
4420.0,4153,3479.050991
2205.0,2717,3530.48399
150.0,986,3548.93899
1320.0,2588,3597.884991
6310.0,4483,3682.83499
60.0,535,3692.97999
2120.0,2511,3739.63299
4130.0,3263,3801.12199
680.0,1740,3833.75099
7380.0,5213,3932.17899
355.0,1150,3953.74199
1120.0,1651,3985.08299
1360.0,2072,4024.34399
1100.0,1723,4057.12299
2040.0,2842,4111.21199
1860.0,2216,4153.05099
370.0,1409,4180.173989
2290.0,2654,4230.075989
1160.0,2052,4268.748989
4165.0,3130,4328.38099
6610.0,4815,4419.043999
6060.0,4238,4498.879989
460.0,1435,4525.982989
640.0,1448,4552.972991
520.0,1290,4577.41099
355.0,1129,4598.608
4080.0,3506,4664.69899
1340.0,2258,4707.44199
4270.0,3483,4773.06299
3495.0,3456,4838.310989
385.0,1780,4871.657989
1000.0,1714,4903.85499
4410.0,4535,4989.58599
310.0,1540,5018.69799
3680.0,2763,5071.002988
220.0,1036,5090.325991
2305.0,2612,5139.49899
1880.0,2187,5180.84399
940.0,1493,5209.21699
2605.0,3400,5273.65699
4600.0,3549,5340.172989
1120.0,1733,5372.99199
310.0,1062,5392.745989
1980.0,2367,5437.13599
2040.0,2842,5490.518993
1280.0,1786,5523.87599
3000.0,3158,5583.728989
6410.0,4368,5665.98699
6240.0,3798,5737.556988
3905.0,3655,5806.260988
1160.0,1635,5836.89499
1320.0,2120,5876.96999
1760.0,2109,5916.90499
7020.0,4532,6001.94599
325.0,1038,6021.490989
4210.0,3715,6091.166999
2080.0,2390,6136.081989
5960.0,4008,6211.552
5860.0,4627,6298.145989
3100.0,3176,6358.706
4230.0,4194,6437.61799
560.0,1774,6470.69199
5890.0,4301,6551.001988
3515.0,3540,6618.078991
6260.0,4293,6698.455991
6630.0,5196,6796.15299
6875.0,4693,6884.311989
2120.0,2474,6930.975001
3965.0,3268,6992.42399
370.0,1124,7013.691989
3915.0,3361,7076.395993
370.0,1608,7107.03899
5650.0,4245,7187.49599
5510.0,4947,7280.985
2325.0,2995,7337.10899
3260.0,3120,7396.144989
1240.0,1973,7432.91499
2300.0,2838,7486.359991
1020.0,1738,7519.15599
6220.0,5739,7626.250989
2415.0,2814,7679.118989
4880.0,3659,7748.145989
5250.0,4024,7823.86099
660.0,1613,7854.231989
310.0,951,7872.12499
4540.0,3570,7939.170001
5625.0,4315,8021.21299
1560.0,2810,8074.12599
740.0,1790,8108.07899
120.0,518,8117.85299
980.0,1782,8151.278989
6810.0,4578,8237.29299
4320.0,3443,8301.56599
2980.0,2882,8355.40699
6260.0,4523,8439.76199
1760.0,2343,8483.63799
4520.0,3227,8544.164992
370.0,1546,8573.67599
4480.0,3577,8641.10499
1160.0,1674,8672.161991
6740.0,4617,8758.930991
7205.0,5025,8853.655988
2000.0,2355,8897.927992
7385.0,5364,8998.41999
4920.0,4605,9084.920002
8380.0,5210,9183.113992
5220.0,3653,9251.460988
5280.0,3181,9311.102991
2455.0,2901,9365.188989
5400.0,3853,9438.329989
3220.0,3057,9495.16199
235.0,851,9511.126989
1800.0,1878,9546.526988
190.0,769,9561.35599
4250.0,4002,9636.639995
1860.0,3014,9693.04199
4020.0,3607,9761.064991
1600.0,2511,9808.38599
1080.0,2054,9846.764989
4660.0,3933,9920.78399
4450.0,4447,10003.54499
4300.0,3645,10071.826989
4155.0,3475,10136.69199
800.0,1582,10166.471999
1280.0,2237,10208.271989
6640.0,4850,10299.558988
1660.0,2778,10351.79399
6420.0,3765,10422.24299
7045.0,4340,10503.351989
7155.0,3959,10577.452991
4630.0,3296,10639.619989
3105.0,2596,10688.630989
4790.0,3618,10757.124991
2385.0,2896,10811.97899
1860.0,2569,10860.25599
5020.0,3659,10928.89799
3240.0,2814,10981.333992
6970.0,3895,11054.78099
940.0,1548,11084.00099
6570.0,4175,11161.651988
2840.0,3219,11221.96299
5720.0,4137,11300.009992
740.0,1405,11326.51999
4830.0,3836,11398.244991
580.0,1842,11432.798991
4640.0,3547,11499.442991
6740.0,4876,11590.82399
8055.0,6163,11706.304991
6400.0,3990,11780.77399
3165.0,2913,11834.929989
370.0,1151,11856.25499
7390.0,4479,11940.497989
960.0,1806,11974.754989
7140.0,4519,12060.099988
5770.0,3927,12133.582991
5160.0,3589,12200.943991
3790.0,3352,12264.792
2020.0,1928,12300.98599
3735.0,3280,12362.43199
1440.0,2339,12406.39199
5460.0,3885,12479.464
7480.0,4305,12561.713989
205.0,1078,12581.90999
8415.0,4150,12659.71199
2785.0,3106,12717.89399
5330.0,3504,12783.54399
7660.0,5171,12880.183991
4020.0,3482,12945.697989
370.0,1585,12975.67599
6010.0,3479,13040.83599
7305.0,4962,13133.761989
4780.0,3311,13196.218988
7895.0,4821,13286.22499
2240.0,2337,13329.96099
1300.0,2200,13371.15899
6640.0,4684,13459.26199
7845.0,4501,13544.128
5860.0,3784,13615.00299
6855.0,4634,13702.326991
4220.0,4431,13785.264989
5800.0,4127,13863.087991
8260.0,4451,13946.238991
340.0,927,13963.685991
2120.0,1942,14000.14199
6020.0,3404,14063.640991
1020.0,1775,14096.96699
1400.0,2014,14134.908988
385.0,1112,14156.03699
5220.0,3547,14222.893992
3460.0,3204,14282.778991
6020.0,3564,14349.439991
5760.0,4327,14430.80099
1960.0,1956,14468.107991
4550.0,3911,14542.07099
4060.0,3495,14607.43199
310.0,1310,14631.995991
5230.0,4148,14709.34899
325.0,1150,14730.93799
280.0,1006,14749.766
355.0,1130,14770.930992
1360.0,1983,14807.859987
2240.0,2514,14855.04499
4020.0,3922,14928.064988
8555.0,4911,15020.338989
5610.0,3865,15093.336992
460.0,3227,15155.174989
120.0,668,15167.65499
175.0,1354,15193.67999
40.0,289,15199.39999
250.0,1231,15223.510988
1140.0,2268,15266.473992
2345.0,2638,15316.306989
6040.0,4215,15395.18199
1880.0,2576,15443.27799
7025.0,4195,15522.175999
2905.0,2735,15573.58799
8390.0,4671,15661.40699
5290.0,3847,15733.366992
1780.0,2041,15772.14599
1980.0,2036,15809.988989
5330.0,4137,15887.98099
1400.0,2144,15927.831989
1280.0,1532,15956.25899
5620.0,4128,16034.22899
4640.0,3867,16107.32799
385.0,1615,16137.90699
4540.0,3647,16206.486989
1700.0,2692,16256.76299
6840.0,4423,16339.21399
6680.0,3979,16414.52099
7405.0,4491,16498.494989
9715.0,6023,16611.378999
2985.0,2769,16663.67999
3690.0,2739,16715.384987
6670.0,4667,16802.636995
3695.0,3730,16872.85299
4080.0,4104,16950.827988
1680.0,2054,16989.24099
3975.0,3232,17049.873989
2120.0,2576,17098.243988
355.0,1394,17124.27199
8255.0,4866,17215.770987
7435.0,4850,17306.570988
4870.0,4058,17382.70199
7310.0,4986,17476.42999
6840.0,5184,17573.49299
10250.0,5384,17674.630991
4650.0,3737,17744.91699
680.0,1876,17780.264989
2840.0,2871,17834.42399
1920.0,2420,17879.56099
4070.0,3380,17943.12999
8910.0,4783,18032.839992
1680.0,2657,18082.916992
3170.0,2434,18128.992988
3015.0,2678,18179.49299
1860.0,2560,18227.67599
6000.0,4540,18312.044989
7750.0,4453,18395.67799
7305.0,5234,18493.678991
4340.0,2960,18549.022989
3500.0,2661,18598.793991
4280.0,4202,18678.004988
2320.0,2381,18722.42999
4730.0,3803,18794.13699
9540.0,5315,18893.64499
11690.0,7552,19035.42099
6260.0,4017,19110.82399
4010.0,3316,19173.689989
4290.0,4052,19249.909993
8615.0,5117,19345.64499
6760.0,4844,19436.15799
7955.0,4973,19529.454993
5940.0,4295,19609.864988
1420.0,1940,19646.116988
7475.0,4432,19729.694989
6260.0,4228,19809.16399
8205.0,4067,19885.767989
4080.0,3173,19945.380999
420.0,2118,19985.208989
1640.0,2281,20027.83199
7230.0,4586,20113.599991
6750.0,4597,20200.116989
2995.0,2513,20247.174989
4410.0,3313,20309.611989
6300.0,4403,20392.16999
355.0,997,20410.77399
8255.0,4740,20500.213999
6150.0,3932,20574.281988
4490.0,3601,20641.893989
5300.0,3551,20708.90899
2280.0,2709,20759.43699
6920.0,4584,20845.10499
9220.0,5468,20947.824989
1960.0,2338,20992.176988
7070.0,4888,21083.70099
6330.0,4264,21163.415991
8985.0,6130,21278.00299
4570.0,3050,21335.06599
1900.0,2041,21373.666991
6080.0,3879,21446.180991
6430.0,3917,21519.66099
7170.0,4726,21608.61299
1420.0,2069,21647.983989
2080.0,2222,21689.56799
3500.0,3004,21745.623991
5605.0,5342,21845.35299
9980.0,5564,21949.123988
6090.0,4860,22040.14399
310.0,956,22058.16199
5915.0,3803,22129.242988
4910.0,3708,22198.412989
780.0,1593,22228.51199
110.0,646,22240.37999
1700.0,1813,22274.310995
2595.0,2381,22319.01499
8355.0,4902,22410.38399
325.0,880,22426.927991
2040.0,1973,22464.18199
6750.0,4663,22551.52599
5450.0,4153,22629.559989
6850.0,4593,22716.15999
8315.0,4717,22804.333989
420.0,1929,22840.559991
7435.0,5000,22933.708992
4560.0,3160,22993.43899
3095.0,2524,23040.221991
2200.0,2387,23085.663991
7580.0,4878,23176.336989
5930.0,4386,23258.890988
2180.0,3180,23318.969988
1720.0,2292,23362.210991
7860.0,5687,23468.14899
7290.0,5090,23562.909989
7060.0,4272,23642.85999
8780.0,5685,23748.27399
9385.0,6740,23874.80199
7040.0,4330,23955.519987
7980.0,4420,24038.36799
7610.0,4312,24118.72299
5540.0,3610,24185.67
7555.0,4872,24276.81899
6090.0,3602,24344.60799
4225.0,2764,24396.90199
1580.0,1905,24432.92699
1080.0,1334,24458.34799
7055.0,4700,24546.862991
1620.0,2089,24586.617991
265.0,1042,24606.394989
325.0,1432,24633.286991
7170.0,4453,24716.32799
385.0,1378,24741.77599
4610.0,3628,24810.608991
205.0,756,24824.583991
1240.0,1485,24852.590991
5300.0,3756,24922.70199
385.0,1166,24944.63499
3585.0,3021,25000.954989
2965.0,2545,25048.63799
1580.0,2288,25091.46899
8035.0,4820,25181.218991
2280.0,2226,25222.875
5820.0,3456,25287.69599
8115.0,4482,25371.30099
3360.0,3514,25438.26799
5600.0,3697,25507.91499
1100.0,1524,25536.261991
7190.0,5373,25636.531991
5100.0,3244,25697.874991
8825.0,4767,25787.13599
1520.0,2517,25834.65199
340.0,1484,25862.215991
6390.0,4488,25946.31299
6190.0,4348,26028.059991
370.0,1072,26048.340991
4220.0,2876,26102.18599
5820.0,3467,26166.64399
580.0,1615,26197.092989
1420.0,1878,26231.880988
4370.0,4022,26306.828991
4450.0,3581,26374.083989
8475.0,4818,26464.09199
4590.0,3543,26530.62499
6470.0,4877,26621.917987
2600.0,3005,26678.08999
4235.0,3110,26736.114989
340.0,1326,26760.90899
5580.0,3772,26831.722991
6780.0,4339,26913.109989
5550.0,3918,26986.432987
370.0,1031,27005.86799
8755.0,4613,27092.31499
190.0,645,27104.204989
150.0,451,27112.862989
4470.0,3544,27179.01199
7550.0,4164,27257.062989
4960.0,4580,27343.160999
3530.0,3221,27403.20999
8710.0,5287,27502.074991
4810.0,3609,27569.806989
4580.0,2983,27626.118989
3150.0,2528,27673.332
9980.0,6083,27789.184989
3925.0,3603,27856.92099
7060.0,5093,27952.023989
8545.0,5201,28049.137005
2280.0,2108,28088.32799
8365.0,4212,28167.525989
5340.0,3613,28235.436991
1880.0,2699,28285.922989
9445.0,5637,28390.983988
3130.0,2723,28441.99099
7660.0,4378,28523.96799
355.0,1110,28544.77099
8150.0,4717,28633.425991
6130.0,3715,28702.94599
8430.0,4759,28791.896991
7050.0,4048,28868.028999
2160.0,2055,28906.234989
4280.0,3390,28969.82899
220.0,709,28983.209988
9010.0,4824,29073.64599
5755.0,4435,29156.76199
7720.0,4728,29245.129991
6770.0,3620,29313.20699
6270.0,4360,29396.474
6360.0,4053,29472.57599
780.0,2034,29510.401991
265.0,1016,29529.23899
7220.0,4046,29605.062989
6430.0,3438,29669.172
840.0,1551,29698.523991
8810.0,5431,29799.988991
5920.0,3927,29873.787988
325.0,1000,29892.27599
7765.0,4424,29974.90099
5100.0,3755,30045.18299
6110.0,4201,30124.00899
7000.0,3921,30198.263988
7980.0,4293,30278.182991
7565.0,5194,30375.32899
8445.0,5016,30469.49199
8815.0,4331,30550.608989
8710.0,4017,30625.86599
6190.0,3668,30695.07899
8395.0,4610,30781.159991
120.0,434,30789.139991
5400.0,3692,30858.401002
11425.0,5983,30970.978991
12900.0,6705,31097.08899
8480.0,4037,31172.017989
6450.0,3986,31246.964988
5230.0,3279,31308.30099
3370.0,2824,31361.75899
175.0,548,31372.691988
5330.0,4347,31454.84399
7800.0,4490,31538.303993
560.0,1510,31566.69399
5840.0,4079,31643.611989
5220.0,3439,31707.60999
5460.0,3290,31769.81599
8815.0,4442,31853.398989
4640.0,2945,31908.286989
3515.0,3108,31966.74799
9150.0,4666,32054.128
9660.0,5061,32148.511999
10855.0,5856,32257.78299
8260.0,4492,32341.013989
5060.0,3600,32408.987991
7010.0,3878,32481.72199
100.0,452,32490.27899
2220.0,2476,32536.67999
2160.0,2144,32576.39399
9280.0,4340,32657.40799
8405.0,4877,32748.53799
8085.0,4927,32840.88299
7170.0,3904,32913.637991
6210.0,3597,32981.10899
8545.0,4468,33064.44199
2280.0,1910,33100.00499
7985.0,4050,33175.54999
8890.0,4694,33263.909989
8490.0,4974,33356.58899
1580.0,1733,33388.65999
7585.0,4390,33471.052988
6170.0,4103,33547.95899
2200.0,2341,33591.59399
8840.0,4489,33675.39699
8235.0,5269,33773.521991
10205.0,6060,33886.88099
8085.0,4844,33977.90799
2240.0,2215,34019.12799
10280.0,6403,34139.010991
7240.0,4895,34231.833991
3420.0,2960,34287.551991
4490.0,3813,34359.432989
6530.0,3811,34431.166989
11750.0,7197,34565.059989
10255.0,5183,34662.195989
10535.0,5650,34767.66499
9350.0,5422,34869.36499
9070.0,5072,34963.62999
6890.0,5253,35062.310989
9795.0,5039,35156.31299
10370.0,5605,35261.14199
6030.0,4405,35342.852992
1360.0,1726,35374.779999
1200.0,2045,35413.31299
7805.0,4792,35503.089988
