# {"t_start": 1587134257.9998608, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-20.0,897,20.973001
-21.0,825,38.815001
-21.0,849,57.345001
-21.0,849,75.669004
-21.0,939,96.407001
-21.0,760,113.406
-21.0,757,130.066001
-21.0,760,147.103001
-21.0,762,164.070007
-21.0,758,181.038003
-21.0,757,197.795012
-21.0,763,214.706007
-21.0,818,232.716001
-21.0,758,249.891007
-21.0,764,267.003003
-21.0,760,284.080001
-21.0,763,300.983
-21.0,761,317.934002
-21.0,761,334.694003
-20.0,841,352.960001
-21.0,759,369.163005
-21.0,759,385.379001
-21.0,762,401.448004
-21.0,760,417.877001
-21.0,852,436.098001
-21.0,761,452.486001
-21.0,761,468.616002
-21.0,974,488.980001
-21.0,821,506.419001
-19.0,993,527.305001
-21.0,1033,548.651
-20.0,902,567.806
-21.0,943,587.482003
-18.0,1087,609.864002
-20.0,901,628.512002
-21.0,938,648.259003
-20.0,954,667.914001
-18.0,1255,693.458013
-19.0,1363,720.987004
-18.0,1342,748.576012
-14.0,1739,783.265004
-14.0,1594,815.805005
-20.0,1575,848.382003
-8.0,2001,888.727006
-17.0,1710,922.624002
-13.0,2310,968.145003
-5.0,2558,1018.158001
2.0,2794,1073.114001
-3.0,3033,1132.109001
-1.0,3163,1193.776003
-3.0,3081,1253.594001
-4.0,3014,1311.878002
7.0,2825,1366.285002
5.0,3137,1428.614001
4.0,3299,1492.684003
13.0,2888,1548.731002
14.0,2310,1593.933002
19.0,1805,1629.16
20.0,1701,1663.098005
20.0,1689,1696.644007
20.0,1746,1731.206002
20.0,1728,1765.473006
20.0,1662,1798.562001
20.0,1665,1831.961015
19.0,1804,1867.407013
21.0,1673,1901.171003
18.0,1841,1937.446006
19.0,1786,1973.229002
21.0,1692,2006.659001
20.0,1815,2042.957006
19.0,1860,2079.768008
20.0,1765,2114.817006
19.0,1879,2152.272001
19.0,1901,2190.259005
19.0,1803,2225.749012
20.0,1662,2259.021005
20.0,1710,2292.843002
19.0,1761,2327.878005
20.0,1665,2360.943007
21.0,1686,2394.251001
20.0,1726,2428.612003
21.0,1758,2463.466005
18.0,2054,2504.264001
20.0,1708,2538.535002
20.0,1748,2573.185002
20.0,1809,2609.445012
20.0,1666,2642.457001
-5.0,2127,2683.945012
20.0,1664,2716.765012
20.0,1812,2753.12901
17.0,1827,2789.581005
19.0,1893,2827.876001
20.0,1687,2861.300001
20.0,1748,2896.054002
20.0,1664,2928.917004
20.0,1810,2965.378004
20.0,1989,3004.983
20.0,1784,3040.377002
20.0,1785,3076.223001
21.0,1694,3109.600001
20.0,1744,3144.587004
20.0,1704,3178.113005
19.0,1789,3213.970001
21.0,1691,3247.584002
20.0,1687,3280.880009
19.0,1767,3316.029
21.0,1694,3349.873002
20.0,1712,3383.691007
20.0,1740,3418.431
20.0,1700,3452.051008
20.0,1865,3489.018002
20.0,1659,3522.100003
21.0,1648,3554.910001
20.0,1720,3588.971001
21.0,1695,3622.855003
21.0,1647,3655.722001
21.0,1644,3688.736008
19.0,1855,3725.777002
20.0,1691,3759.332
21.0,1631,3791.93
18.0,1853,3828.866001
21.0,1686,3862.587012
19.0,1867,3899.754001
20.0,1697,3933.732002
21.0,1650,3966.248004
20.0,1704,3999.859004
20.0,1731,4034.436007
19.0,1787,4069.629001
21.0,1655,4102.674001
21.0,1645,4135.226001
20.0,1780,4170.745001
19.0,1840,4207.389004
20.0,1724,4241.888003
21.0,1649,4274.635008
21.0,1644,4307.455012
19.0,1738,4342.365012
20.0,1731,4377.041001
21.0,1655,4410.179007
21.0,1648,4443.332006
20.0,1665,4476.427012
21.0,1653,4509.259008
21.0,1647,4542.183003
21.0,1649,4574.773001
19.0,1808,4610.820002
20.0,1704,4644.765009
21.0,1651,4677.613005
21.0,1651,4710.734002
21.0,1654,4743.496003
20.0,1741,4778.148004
21.0,1655,4811.302012
20.0,1748,4845.933001
20.0,1780,4881.188
19.0,1868,4918.251001
21.0,1646,4951.463
21.0,1653,4984.263005
19.0,1746,5019.240006
21.0,1714,5053.354006
21.0,1691,5086.835
21.0,1649,5119.393002
20.0,1726,5153.825003
21.0,1650,5186.552003
21.0,1652,5219.440001
21.0,1654,5252.408003
21.0,1647,5285.146001
21.0,1645,5318.199012
21.0,1649,5351.085001
21.0,1661,5384.256001
21.0,1655,5417.365006
21.0,1647,5450.412001
21.0,1710,5484.485002
21.0,1707,5518.452001
21.0,1645,5551.567001
21.0,1642,5584.142005
21.0,1650,5617.157001
21.0,1650,5650.099003
21.0,1653,5682.893004
21.0,1652,5715.726003
21.0,1651,5748.708004
21.0,1650,5781.241008
20.0,1767,5816.420004
21.0,1645,5849.555002
21.0,1653,5882.439012
21.0,1650,5915.356
21.0,1648,5948.424002
21.0,1653,5981.250005
21.0,1645,6014.047001
19.0,1747,6049.019004
21.0,1648,6081.843005
21.0,1648,6114.752007
21.0,1648,6147.953012
19.0,1903,6185.741004
18.0,1859,6222.690001
21.0,1650,6255.787012
