# {"t_start": 1587134257.9718606, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,758,17.012001
-21.0,970,39.015002
-20.0,858,57.743003
-20.0,832,75.568004
-20.0,856,94.569
-21.0,759,111.493002
-21.0,757,128.227005
-21.0,761,145.294002
-21.0,762,162.200005
-21.0,764,179.190001
-21.0,758,196.047003
-21.0,816,214.194001
-21.0,764,231.019001
-21.0,759,248.114002
-21.0,761,265.181001
-21.0,759,282.295002
-21.0,759,299.100001
-21.0,759,316.028002
-21.0,759,332.793002
-21.0,757,349.322004
-20.0,836,366.838001
-21.0,762,383.384004
-21.0,762,399.489002
-21.0,762,415.900002
-21.0,838,433.729003
-21.0,763,450.330004
-21.0,762,466.562001
-21.0,761,482.270004
-21.0,965,502.561003
-19.0,1096,525.825002
-21.0,806,542.590001
-20.0,934,562.161
-21.0,1027,583.744001
-19.0,1007,604.792002
-19.0,982,625.251004
-21.0,823,642.339001
-19.0,1325,669.363003
-21.0,968,689.495002
-18.0,1102,711.814002
-21.0,931,730.852002
-18.0,1457,760.325002
-16.0,1609,792.649001
-20.0,1430,821.779001
-21.0,1585,854.598007
-14.0,1628,886.981
-10.0,1983,926.173001
-10.0,1970,965.020001
-11.0,2067,1005.614008
-11.0,2214,1049.185018
-7.0,2092,1090.091001
-9.0,2194,1132.820002
1.0,3102,1193.122002
-2.0,3001,1251.424006
1.0,3311,1315.385001
5.0,3231,1378.052002
8.0,2915,1435.835001
6.0,3090,1495.716001
8.0,2705,1548.216001
9.0,2828,1603.529001
20.0,1745,1637.956002
19.0,1749,1672.941001
19.0,1883,1710.293005
20.0,1699,1744.100002
20.0,1696,1777.622003
19.0,1759,1812.843001
19.0,1739,1847.081001
20.0,1663,1880.316005
20.0,1660,1913.410001
20.0,1665,1946.608001
21.0,1690,1980.149005
18.0,1929,2018.405001
19.0,1828,2054.808003
21.0,1772,2089.897003
20.0,1745,2124.630003
20.0,1747,2159.505004
19.0,1822,2195.728001
19.0,1807,2231.597003
19.0,1829,2268.006002
20.0,1742,2302.659
19.0,1730,2336.921002
17.0,2003,2376.634002
20.0,1808,2412.343002
20.0,1661,2445.205001
20.0,1714,2479.499001
20.0,1767,2514.519002
18.0,1885,2552.397002
20.0,1731,2586.724006
20.0,1733,2621.405002
20.0,1721,2655.277007
-12.0,1541,2685.900003
20.0,1778,2721.081002
18.0,1886,2758.723003
21.0,1696,2792.552001
20.0,1750,2827.35401
20.0,1727,2861.713002
19.0,1970,2901.171002
20.0,1762,2936.281005
20.0,1791,2972.056002
20.0,1660,3004.669002
19.0,1781,3040.076001
20.0,1660,3073.013002
21.0,1695,3106.795001
19.0,2026,3147.569001
19.0,1864,3184.375008
20.0,1788,3220.146002
19.0,1803,3255.714
17.0,1854,3292.233007
21.0,1654,3325.143006
19.0,1837,3361.769005
21.0,1643,3394.461002
21.0,1696,3428.075001
20.0,1669,3461.215007
19.0,1729,3495.692001
21.0,1696,3529.360002
20.0,1703,3563.339007
20.0,1693,3596.863002
20.0,1770,3632.216002
18.0,1810,3668.193001
20.0,1701,3702.341002
20.0,1727,3736.807002
21.0,1649,3769.663001
18.0,1939,3808.173004
21.0,1649,3841.125001
21.0,1646,3874.244023
21.0,1650,3906.969002
21.0,1647,3939.643007
18.0,1910,3977.629014
21.0,1714,4011.542009
21.0,1648,4044.347001
19.0,1770,4079.210002
21.0,1674,4112.614001
21.0,1651,4145.491001
20.0,1874,4183.090001
21.0,1646,4215.480001
21.0,1646,4248.264001
21.0,1650,4281.380003
20.0,1739,4316.287002
21.0,1650,4349.222001
21.0,1650,4382.574001
21.0,1688,4416.139001
21.0,1652,4449.216004
20.0,1710,4483.425001
21.0,1650,4516.184002
20.0,1753,4551.217001
20.0,1804,4586.859001
21.0,1651,4619.607003
20.0,1775,4654.942004
21.0,1655,4687.820004
21.0,1648,4720.976002
21.0,1645,4753.856003
20.0,1666,4786.879001
20.0,1763,4821.962001
20.0,1752,4856.828002
21.0,1643,4889.505001
21.0,1650,4922.303004
21.0,1648,4955.312001
21.0,1655,4988.123005
21.0,1654,5021.463013
20.0,1743,5055.984002
21.0,1648,5088.842004
21.0,1648,5121.345001
20.0,1699,5155.071001
21.0,1649,5187.926001
21.0,1650,5220.864001
21.0,1649,5253.548002
19.0,1799,5289.605002
20.0,1727,5323.882001
21.0,1643,5356.666005
21.0,1652,5389.805003
21.0,1647,5422.823001
21.0,1651,5455.653002
21.0,1689,5489.447002
20.0,1704,5523.252002
21.0,1642,5556.245001
21.0,1645,5589.001002
21.0,1650,5621.848003
21.0,1650,5654.684001
20.0,1722,5689.112005
21.0,1653,5721.890003
21.0,1650,5754.705002
21.0,1649,5787.695002
21.0,1651,5820.454002
21.0,1653,5853.364004
19.0,1806,5889.736001
20.0,1706,5923.513001
21.0,1650,5956.599014
17.0,1830,5992.985002
21.0,1646,6025.785004
21.0,1643,6058.848001
21.0,1650,6091.777002
18.0,1806,6127.784001
21.0,1647,6160.818001
19.0,1807,6196.907001
21.0,1647,6229.562001
21.0,1642,6262.439001
