# {"t_start": 1587134256.8068595, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-20.0,925,22.757003
-20.0,833,40.968003
-21.0,776,57.597003
-21.0,818,75.306003
-21.0,911,95.391003
-21.0,762,112.400002
-21.0,759,129.119002
-21.0,757,146.127002
-21.0,822,164.451002
-21.0,763,181.485003
-20.0,874,200.920004
-21.0,761,217.751006
-18.0,1082,242.285004
-21.0,757,259.168002
-21.0,762,276.364003
-21.0,759,293.300002
-21.0,760,310.048004
-21.0,762,326.985005
-21.0,759,343.594003
-21.0,764,360.010002
-21.0,762,376.151002
-21.0,760,392.473002
-21.0,851,410.661002
-21.0,787,427.496006
-20.0,899,446.801006
-21.0,820,464.000003
-21.0,758,480.084002
-21.0,846,497.764003
-18.0,1186,522.615002
-20.0,1053,544.876004
-18.0,1227,570.560003
-21.0,895,589.296003
-19.0,1168,613.345005
-20.0,1019,634.669002
-19.0,1119,657.772002
-17.0,1381,686.433002
-19.0,1260,711.736003
-18.0,1105,734.603002
-19.0,1306,760.935004
-21.0,1318,787.122002
-21.0,1110,810.029003
-7.0,2061,852.313003
-21.0,1370,880.103004
-13.0,1804,915.578003
-11.0,2041,955.918002
-12.0,2059,996.359005
-5.0,2448,1044.263002
-8.0,2307,1089.592002
-5.0,2811,1144.107002
-4.0,2930,1201.192003
-7.0,2636,1252.412003
6.0,3024,1310.896002
7.0,2782,1364.565002
2.0,3648,1436.754002
13.0,2783,1490.693002
12.0,2758,1544.341002
8.0,2709,1597.444003
18.0,1865,1634.054002
20.0,1727,1668.450002
18.0,1887,1706.002002
20.0,1671,1738.995002
18.0,1838,1775.558002
17.0,1959,1814.697002
20.0,1693,1848.024002
20.0,1667,1881.265002
20.0,1705,1915.422003
19.0,1758,1950.308003
20.0,1727,1984.605002
20.0,1699,2018.284002
20.0,1723,2052.813005
20.0,1726,2086.882002
20.0,1778,2122.360004
20.0,1831,2158.637002
20.0,1769,2194.107002
18.0,1819,2230.047002
20.0,1721,2264.380002
18.0,1845,2300.888003
19.0,1753,2335.797003
21.0,1753,2370.540003
18.0,1991,2409.863003
18.0,1934,2448.161001
20.0,1663,2481.409003
20.0,1744,2516.115003
21.0,1694,2550.008002
20.0,1811,2585.714002
20.0,1786,2621.565002
21.0,1696,2655.154004
-12.0,1554,2685.347013
19.0,1726,2719.870005
20.0,1729,2753.780004
14.0,1994,2794.428003
20.0,1659,2827.054003
21.0,1692,2860.835002
20.0,1704,2894.539002
19.0,1863,2931.884003
20.0,1780,2967.648002
20.0,1867,3004.316002
20.0,1704,3038.367003
20.0,1708,3072.128002
21.0,1693,3105.784003
20.0,1720,3140.188003
20.0,1680,3173.456002
20.0,1818,3209.961003
20.0,1744,3244.889007
21.0,1707,3278.476002
19.0,1805,3314.276004
21.0,1653,3347.336003
20.0,1685,3380.670003
20.0,1681,3414.110003
20.0,1741,3448.768003
21.0,1646,3481.066002
18.0,1802,3517.236003
21.0,1653,3549.964004
21.0,1649,3582.951002
21.0,1630,3615.255007
21.0,1654,3648.292003
19.0,1739,3683.166006
20.0,1665,3716.566002
20.0,1667,3749.685002
20.0,1748,3784.426003
19.0,1739,3819.277003
21.0,1653,3852.158004
21.0,1653,3885.152002
21.0,1646,3917.867002
21.0,1653,3950.507003
21.0,1650,3983.361005
16.0,2039,4023.787007
21.0,1652,4056.561002
21.0,1654,4089.215002
21.0,1689,4122.813003
20.0,1762,4157.995003
20.0,1825,4194.430003
20.0,1696,4228.072003
20.0,1790,4263.875003
19.0,1737,4298.356002
21.0,1649,4331.711005
21.0,1687,4365.482002
20.0,1823,4401.776005
21.0,1688,4435.596002
21.0,1689,4469.257002
20.0,1730,4503.647004
21.0,1650,4536.657002
19.0,1742,4571.277003
21.0,1692,4605.077003
21.0,1692,4638.618003
21.0,1650,4671.680003
19.0,1750,4706.552003
18.0,1786,4742.002007
20.0,1712,4776.172002
21.0,1755,4811.197005
21.0,1644,4843.881002
21.0,1687,4877.126002
21.0,1643,4910.070003
21.0,1651,4943.181002
21.0,1648,4975.942003
21.0,1653,5009.147004
21.0,1650,5041.802003
21.0,1652,5074.700003
20.0,1775,5109.664002
21.0,1653,5142.492002
19.0,1775,5177.717004
20.0,1866,5214.980001
21.0,1649,5248.022002
21.0,1647,5280.820003
18.0,1730,5315.371003
21.0,1650,5348.185003
21.0,1645,5381.334004
20.0,1732,5415.693003
21.0,1690,5449.594003
21.0,1649,5482.481005
20.0,1752,5517.339004
20.0,1669,5551.104002
20.0,1657,5583.961003
21.0,1647,5616.633003
21.0,1648,5649.631002
21.0,1651,5682.510003
20.0,1726,5716.615003
20.0,1729,5751.337006
21.0,1649,5784.063003
19.0,1856,5820.825002
20.0,1701,5854.764005
20.0,1721,5889.322003
20.0,1708,5923.203003
21.0,1650,5956.170003
21.0,1642,5989.230002
21.0,1653,6021.988003
21.0,1645,6054.866002
19.0,1810,6091.074003
21.0,1654,6123.818002
21.0,1647,6157.008003
21.0,1650,6190.021002
21.0,1649,6222.760005
21.0,1645,6255.583004
