# {"t_start": 1587134257.8598602, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,760,17.318003
-20.0,948,38.614013
-20.0,1046,61.757013
-21.0,985,83.442003
-21.0,777,100.421012
-21.0,764,117.395013
-21.0,761,134.311006
-21.0,757,151.154013
-21.0,838,169.906003
-21.0,822,188.037013
-21.0,759,204.951012
-21.0,763,221.804004
-21.0,762,238.859001
-21.0,764,255.928003
-21.0,764,273.261004
-21.0,762,290.223012
-20.0,887,309.916003
-21.0,762,326.893003
-21.0,761,343.543002
-21.0,759,359.913002
-21.0,763,375.972014
-21.0,762,392.351002
-20.0,913,411.661013
-21.0,759,428.019002
-21.0,761,444.196004
-19.0,1128,468.109013
-21.0,1065,490.421013
-20.0,836,508.330013
-20.0,837,525.714013
-21.0,777,541.916001
-20.0,995,562.853002
-20.0,949,582.582017
-21.0,990,603.253012
-20.0,974,623.599001
-21.0,824,640.532001
-20.0,1313,667.733013
-20.0,971,687.878001
-18.0,1172,711.427001
-19.0,1069,733.377012
-18.0,1475,763.405001
-17.0,1391,791.242013
-21.0,1404,819.565004
-8.0,2157,864.524013
-20.0,1511,894.152005
-16.0,1715,928.035004
-4.0,2436,976.088001
-7.0,2203,1019.270012
-10.0,2158,1061.485001
-5.0,2523,1110.756001
-3.0,2927,1167.656012
6.0,2759,1221.127005
1.0,3551,1289.774013
8.0,2889,1345.623005
6.0,3286,1409.543002
11.0,3150,1471.869013
11.0,2691,1523.950001
10.0,2660,1575.896013
19.0,1796,1611.388015
16.0,1952,1649.757001
19.0,1759,1685.002999
20.0,1732,1719.247013
20.0,1697,1753.295013
20.0,1692,1786.598013
19.0,1752,1821.432
19.0,1772,1856.563012
21.0,1648,1889.615012
20.0,1706,1923.659002
21.0,1717,1957.611001
20.0,1715,1991.697008
19.0,1779,2026.972013
20.0,1784,2062.559004
20.0,1729,2096.803001
18.0,1941,2135.524002
19.0,1732,2170.155002
20.0,1680,2203.527012
17.0,1876,2240.688007
20.0,1746,2275.458004
21.0,1647,2308.353003
19.0,1852,2344.858002
19.0,1810,2380.959002
20.0,1803,2416.452005
19.0,1773,2451.651002
20.0,1754,2486.781003
20.0,1721,2520.823014
20.0,1763,2556.092003
20.0,1746,2590.802016
21.0,1698,2624.631002
21.0,1696,2658.249012
-14.0,1412,2686.485012
20.0,1782,2721.599002
20.0,1704,2755.317012
19.0,1717,2789.082001
20.0,1727,2823.322003
20.0,1732,2857.943006
20.0,1713,2891.982012
20.0,1725,2926.670013
19.0,1812,2962.691013
20.0,1703,2996.576013
20.0,1746,3030.962012
19.0,1747,3066.077013
19.0,1846,3102.490012
19.0,1766,3138.023002
20.0,1661,3170.928005
20.0,1748,3205.959013
20.0,1663,3238.830001
20.0,1701,3272.491013
20.0,1782,3307.865003
20.0,1664,3340.724012
19.0,1849,3377.898001
20.0,1688,3411.486013
20.0,1704,3445.298004
20.0,1727,3479.453012
21.0,1689,3513.262013
21.0,1696,3547.036012
21.0,1649,3579.771006
21.0,1625,3611.972004
21.0,1648,3645.043013
21.0,1644,3677.941002
21.0,1654,3710.933016
19.0,1807,3747.069012
21.0,1650,3779.756003
20.0,1697,3813.872004
20.0,1728,3848.232012
20.0,1667,3881.368006
21.0,1654,3914.454012
21.0,1648,3947.056004
20.0,1745,3981.703012
21.0,1650,4014.495012
21.0,1646,4047.124002
17.0,1883,4084.510012
21.0,1650,4117.182013
21.0,1699,4151.101013
21.0,1650,4184.220013
20.0,1745,4218.664004
21.0,1654,4251.713007
21.0,1692,4285.413003
21.0,1694,4319.636003
19.0,1798,4355.606012
21.0,1650,4388.669004
19.0,1777,4424.215001
18.0,1930,4463.014013
19.0,1797,4498.239012
21.0,1692,4532.316003
21.0,1650,4565.083013
20.0,1764,4600.014003
21.0,1650,4633.003006
21.0,1653,4665.867013
21.0,1654,4698.704013
21.0,1692,4732.563012
21.0,1652,4765.397005
19.0,1862,4802.483004
21.0,1653,4835.241012
21.0,1653,4868.176014
21.0,1648,4901.050001
20.0,1705,4934.918012
21.0,1648,4967.721004
21.0,1649,5000.689013
21.0,1666,5033.870003
21.0,1649,5066.936012
21.0,1645,5099.513014
21.0,1648,5132.030002
20.0,1806,5167.950004
21.0,1650,5200.739001
21.0,1645,5233.372001
20.0,1715,5267.533014
21.0,1652,5300.695004
20.0,1726,5335.047012
21.0,1693,5369.080003
21.0,1644,5401.893012
21.0,1649,5434.957002
21.0,1643,5467.872005
20.0,1697,5501.687012
21.0,1647,5534.603013
21.0,1648,5567.527002
21.0,1644,5600.222004
21.0,1661,5633.321013
19.0,1801,5669.470005
21.0,1650,5702.126002
21.0,1645,5734.738013
21.0,1646,5767.474012
21.0,1653,5800.424004
21.0,1643,5832.827999
21.0,1694,5867.137005
20.0,1714,5901.393006
21.0,1653,5934.227013
21.0,1649,5967.470012
21.0,1652,6000.336013
20.0,1723,6034.511002
21.0,1644,6067.514012
21.0,1652,6100.558012
21.0,1648,6133.115004
21.0,1655,6166.509001
21.0,1649,6199.519002
20.0,1761,6234.230006
19.0,1752,6269.398002
