# {"t_start": 1587134257.6028602, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,758,17.380002
-21.0,786,34.780005
-21.0,810,52.594002
-21.0,818,70.512002
-21.0,904,90.543002
-21.0,760,107.543002
-21.0,763,124.399006
-21.0,761,141.404002
-21.0,760,158.426002
-21.0,759,175.250001
-21.0,759,192.234002
-20.0,919,212.444002
-21.0,758,229.226002
-21.0,763,246.402012
-21.0,764,263.549001
-21.0,759,280.650001
-21.0,758,297.427002
-21.0,761,314.267002
-21.0,759,331.287001
-21.0,760,347.733005
-21.0,762,363.963006
-21.0,785,380.956002
-21.0,757,396.867002
-21.0,762,413.404001
-21.0,763,429.675003
-21.0,763,446.159003
-21.0,820,463.364001
-20.0,974,483.788002
-20.0,958,503.922001
-21.0,887,522.666004
-20.0,894,541.290001
-20.0,964,561.381002
-21.0,836,578.976002
-20.0,1040,600.474001
-21.0,850,618.008003
-19.0,1090,640.997002
-21.0,864,658.899003
-19.0,1095,681.081002
-18.0,1128,704.293002
-18.0,1451,734.176001
-19.0,1156,757.456002
-19.0,1622,789.958004
-17.0,1528,821.162001
-20.0,1663,855.704002
-19.0,1811,891.811002
-12.0,2036,932.074002
-12.0,1914,969.744
-7.0,2305,1014.694001
-6.0,2443,1062.772001
-5.0,2630,1113.958002
1.0,3194,1176.127002
-3.0,2962,1233.437001
3.0,3368,1298.695001
1.0,3725,1371.085003
6.0,2904,1428.587001
7.0,2806,1483.022002
11.0,3014,1541.282002
17.0,2188,1584.338003
14.0,2236,1628.116002
20.0,1735,1662.662001
18.0,1864,1699.731002
19.0,1774,1734.875001
20.0,1667,1767.967002
19.0,1713,1802.193002
20.0,1768,1837.199002
20.0,1749,1871.903004
20.0,1660,1905.292001
20.0,1721,1939.240006
20.0,1697,1973.184002
19.0,1976,2012.491002
20.0,1732,2046.853002
20.0,1701,2080.639001
20.0,1668,2113.734001
20.0,1806,2149.682004
20.0,1686,2183.387002
20.0,1695,2216.854005
20.0,1702,2251.134002
19.0,1732,2285.237001
20.0,1681,2318.839002
18.0,1817,2354.692003
20.0,1799,2390.471002
20.0,1669,2423.480002
20.0,1750,2458.103003
20.0,1746,2492.945005
21.0,1686,2526.505003
19.0,1705,2560.588002
20.0,1703,2594.466002
19.0,1728,2629.091002
21.0,1693,2662.447001
2.0,2310,2707.820003
20.0,1777,2742.921002
17.0,1849,2779.697001
18.0,1966,2818.747002
21.0,1811,2854.774003
20.0,1741,2889.493001
20.0,1785,2925.116002
20.0,1833,2961.798002
20.0,1731,2996.229004
20.0,1779,3031.410002
20.0,1762,3066.790001
20.0,1660,3099.615002
21.0,1695,3133.365001
17.0,1850,3170.210001
20.0,1763,3205.438001
19.0,1779,3240.816003
19.0,1893,3278.811002
19.0,1738,3313.075006
20.0,1656,3346.222002
21.0,1695,3379.739001
20.0,1705,3413.771004
20.0,1752,3448.687001
21.0,1770,3483.792003
20.0,1755,3518.507002
21.0,1694,3552.367002
21.0,1654,3585.371003
21.0,1688,3618.807003
20.0,1758,3654.021003
21.0,1647,3687.179001
20.0,1775,3722.416004
20.0,1717,3756.625002
21.0,1650,3789.429003
20.0,1664,3822.803005
21.0,1647,3855.561002
21.0,1653,3888.273003
21.0,1648,3921.048005
18.0,1844,3957.887003
21.0,1654,3990.531001
21.0,1644,4023.210001
21.0,1625,4055.357003
20.0,1741,4089.868002
18.0,1867,4126.867002
21.0,1645,4159.704002
20.0,1730,4194.348003
19.0,1747,4228.927002
21.0,1645,4261.800002
21.0,1654,4294.739003
20.0,1774,4330.483003
21.0,1652,4363.638002
21.0,1690,4397.324001
21.0,1654,4430.596002
20.0,1670,4464.057002
21.0,1648,4496.602004
21.0,1648,4529.617004
19.0,1777,4564.919001
20.0,1696,4598.489002
21.0,1649,4631.534006
19.0,1811,4667.522002
21.0,1690,4701.149004
20.0,1778,4736.352002
19.0,1788,4772.330002
21.0,1655,4805.060002
21.0,1645,4837.627002
20.0,1732,4872.370002
21.0,1649,4904.947003
21.0,1649,4937.952003
21.0,1652,4971.078003
21.0,1643,5003.738001
21.0,1661,5036.674001
20.0,1720,5071.202002
21.0,1654,5103.703001
21.0,1654,5136.354006
21.0,1687,5170.180002
21.0,1645,5202.786003
21.0,1649,5235.624003
21.0,1652,5268.516005
20.0,1729,5303.161002
20.0,1767,5338.533002
21.0,1644,5371.476001
18.0,1953,5410.258002
17.0,1909,5448.629002
20.0,1708,5482.748002
21.0,1643,5515.417001
21.0,1652,5548.803001
21.0,1645,5581.351002
21.0,1644,5614.084002
21.0,1651,5647.052002
21.0,1644,5679.871005
21.0,1649,5712.566001
20.0,1667,5745.668002
21.0,1655,5778.710003
20.0,1715,5812.570003
21.0,1646,5845.505003
21.0,1674,5879.23
21.0,1646,5911.972002
19.0,1912,5950.477001
18.0,1841,5986.952004
21.0,1643,6019.689002
21.0,1652,6052.622002
20.0,1712,6086.923003
21.0,1650,6119.872002
21.0,1642,6152.811002
21.0,1644,6185.401001
21.0,1652,6218.568003
21.0,1689,6252.056002
