# {"t_start": 1587134256.5888596, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,818,20.131002
-21.0,852,38.864003
-17.0,1185,65.292003
-21.0,826,83.311003
-21.0,897,103.181003
-21.0,757,120.013002
-21.0,761,136.906002
-21.0,757,153.882002
-21.0,761,170.678003
-21.0,763,187.520002
-21.0,761,204.402003
-21.0,757,221.004003
-21.0,761,237.934003
-21.0,763,255.073004
-21.0,762,272.288005
-21.0,808,290.284003
-21.0,762,307.177003
-21.0,764,324.216004
-21.0,758,341.077003
-21.0,761,357.218004
-21.0,758,373.498003
-21.0,764,389.654005
-21.0,764,405.766001
-21.0,757,422.166002
-21.0,761,438.623003
-21.0,760,454.949002
-21.0,760,470.886002
-21.0,809,487.791003
-21.0,806,504.675003
-19.0,933,524.471003
-19.0,934,543.886003
-21.0,866,561.908002
-20.0,900,580.804002
-20.0,1036,602.292003
-20.0,1063,624.646003
-21.0,1001,645.668002
-20.0,1025,666.734004
-21.0,1125,689.919004
-20.0,1189,713.973003
-18.0,1222,738.835002
-17.0,1555,770.135002
-17.0,1506,800.733003
-20.0,1192,824.802002
-20.0,1371,853.180002
-20.0,1401,881.595002
-14.0,1902,919.014003
-6.0,2282,964.020003
-4.0,2553,1014.029002
-10.0,1945,1052.348003
-10.0,2125,1093.781002
-6.0,2650,1145.345002
2.0,3009,1203.888003
-4.0,2911,1260.239004
-4.0,3042,1319.267004
-6.0,3061,1378.575001
5.0,3344,1444.517003
5.0,3290,1508.125002
12.0,2677,1560.376002
9.0,2655,1612.473002
19.0,1806,1648.195002
20.0,1664,1681.320003
20.0,1659,1714.410003
19.0,1760,1749.302002
19.0,1754,1784.171003
17.0,2074,1825.503002
19.0,1766,1860.361004
19.0,1801,1896.590002
19.0,1778,1931.902002
19.0,1781,1967.149002
19.0,1783,2002.627002
20.0,1769,2037.892002
18.0,1948,2076.429001
20.0,1785,2111.906003
20.0,1849,2148.455002
20.0,1696,2182.515004
20.0,1664,2215.441002
19.0,1735,2250.223003
20.0,1745,2284.803002
20.0,1703,2318.622004
20.0,1721,2352.945003
20.0,1778,2388.074002
18.0,1894,2425.568002
20.0,1726,2459.794002
20.0,1723,2494.131002
19.0,1768,2529.444003
20.0,1726,2563.700003
21.0,1806,2599.838006
18.0,1861,2636.628003
20.0,1771,2671.834002
2.0,2418,2719.223002
20.0,1763,2754.129002
20.0,1747,2788.835004
20.0,1729,2823.051004
19.0,1799,2859.302002
20.0,1727,2893.695003
21.0,1698,2927.632002
20.0,1698,2961.374002
21.0,1621,2993.563003
21.0,1696,3027.191003
21.0,1692,3060.964002
20.0,1667,3094.134002
20.0,1731,3128.723003
21.0,1648,3161.780002
19.0,1760,3196.707002
19.0,1801,3232.601004
21.0,1704,3266.304002
20.0,1783,3301.399005
19.0,1861,3338.337002
20.0,1663,3371.524003
20.0,1661,3404.888002
19.0,1824,3440.682003
20.0,1744,3475.486002
20.0,1712,3509.550003
21.0,1652,3542.329003
21.0,1714,3576.677003
19.0,1802,3612.226002
21.0,1627,3644.877004
21.0,1653,3677.923002
18.0,1895,3716.209004
21.0,1652,3748.970003
20.0,1774,3784.257001
21.0,1653,3817.299004
21.0,1651,3850.127002
21.0,1651,3883.103003
21.0,1647,3915.978001
19.0,1836,3952.491002
20.0,1759,3987.188003
18.0,1898,4025.118003
21.0,1650,4057.756002
21.0,1653,4090.387002
21.0,1651,4123.224003
21.0,1647,4156.025002
21.0,1645,4188.878002
21.0,1770,4224.174003
20.0,1776,4259.268001
21.0,1651,4292.399003
20.0,1746,4327.393002
21.0,1652,4360.628003
21.0,1653,4393.964003
20.0,1659,4427.016002
21.0,1692,4460.765002
21.0,1643,4493.551002
21.0,1643,4526.400003
21.0,1655,4559.172005
19.0,1830,4595.570003
21.0,1650,4628.248002
21.0,1648,4661.214003
21.0,1654,4694.191002
20.0,1692,4727.788003
21.0,1689,4761.523004
19.0,1782,4796.857004
21.0,1648,4829.659003
20.0,1707,4863.874002
21.0,1653,4896.472002
21.0,1646,4929.523005
20.0,1706,4963.607002
21.0,1649,4996.248001
20.0,1700,5030.276003
21.0,1644,5063.169003
20.0,1661,5096.099002
21.0,1648,5128.465002
21.0,1648,5161.430002
19.0,1746,5196.003004
20.0,1723,5230.358003
21.0,1651,5263.200002
21.0,1647,5296.055002
21.0,1648,5329.072002
20.0,1730,5363.548003
20.0,1723,5397.932003
20.0,1666,5431.576002
21.0,1671,5464.707001
21.0,1644,5497.492003
16.0,1986,5537.306004
21.0,1648,5570.297002
21.0,1649,5603.004002
21.0,1646,5635.823004
21.0,1705,5669.861003
21.0,1651,5702.611003
20.0,1730,5737.090002
20.0,1744,5771.817002
21.0,1651,5804.539002
21.0,1654,5837.379002
21.0,1644,5870.617002
21.0,1648,5903.471003
21.0,1647,5936.261003
21.0,1652,5969.555003
21.0,1649,6002.259002
19.0,1810,6038.338002
21.0,1649,6071.233003
21.0,1647,6104.153002
19.0,1798,6139.918002
20.0,1734,6174.721003
21.0,1687,6208.380003
21.0,1648,6241.223002
