# {"t_start": 1587134257.9808617, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-19.0,964,22.742002
-21.0,879,41.989012
-20.0,1247,68.504003
-20.0,919,88.725
-21.0,757,105.743001
-21.0,760,122.522002
-21.0,764,139.557002
-21.0,761,156.623999
-21.0,761,173.467003
-21.0,760,190.466002
-21.0,764,207.448002
-21.0,762,224.275002
-21.0,764,241.572002
-21.0,760,258.501
-21.0,760,275.652013
-21.0,757,292.561
-21.0,764,309.361011
-21.0,762,326.341004
-21.0,763,342.976011
-21.0,763,359.531013
-21.0,760,375.503
-21.0,758,391.690001
-21.0,819,409.161
-21.0,764,425.6
-21.0,761,441.853011
-21.0,764,458.41
-21.0,910,477.457005
-20.0,925,496.750011
-18.0,1194,521.737998
-19.0,1037,543.533012
-21.0,942,563.377003
-20.0,914,582.254011
-19.0,935,601.637011
-21.0,883,619.777
-21.0,806,636.980011
-20.0,1013,657.835
-20.0,885,675.902003
-19.0,1085,698.063005
-21.0,953,717.702
-19.0,1301,744.084
-16.0,1409,772.529001
-13.0,1771,808.441001
-17.0,1833,844.535003
-16.0,1788,882.579004
-9.0,2018,922.135012
-8.0,2128,964.049004
-12.0,1970,1002.749
-5.0,2605,1053.802002
-8.0,2219,1097.190001
-3.0,3097,1157.538011
2.0,3124,1218.092
1.0,3217,1280.300001
2.0,3307,1344.031
-3.0,3278,1407.524005
13.0,2679,1460.715002
8.0,3385,1526.595015
4.0,3321,1591.975006
14.0,2153,1634.347
19.0,1718,1668.347004
21.0,1650,1701.175002
20.0,1747,1735.733012
19.0,1802,1771.615012
20.0,1664,1804.799
20.0,1743,1839.296001
19.0,1756,1874.329011
20.0,1680,1907.751012
20.0,1732,1942.378002
20.0,1745,1976.759001
19.0,1807,2012.845005
20.0,1880,2050.411011
20.0,1702,2084.037001
18.0,1785,2119.552002
19.0,1798,2155.330001
20.0,1726,2189.525011
20.0,1848,2226.189999
20.0,1701,2260.171001
18.0,1776,2295.501
20.0,1761,2330.761001
17.0,1885,2367.814004
20.0,1784,2402.909998
21.0,1716,2437.023999
20.0,1671,2470.253003
20.0,1787,2505.857011
20.0,1804,2541.830011
21.0,1683,2575.362
21.0,1692,2609.195012
20.0,1665,2642.205999
-4.0,2151,2684.439011
20.0,1665,2717.259001
20.0,1666,2750.272
18.0,1792,2785.875011
20.0,1806,2821.829001
20.0,1722,2856.348004
20.0,1661,2889.404001
20.0,1682,2922.872002
19.0,1843,2959.742
21.0,1690,2993.335002
20.0,1750,3028.063004
20.0,1791,3063.804001
20.0,1850,3100.552006
20.0,1671,3133.904003
20.0,1785,3169.405001
19.0,1795,3205.332011
18.0,1867,3242.624004
20.0,1772,3277.89
20.0,1730,3312.010011
19.0,1761,3347.450003
17.0,1855,3384.279999
20.0,1659,3417.268
20.0,1813,3453.262012
20.0,1660,3486.113
19.0,1760,3521.012
21.0,1648,3553.937
18.0,1859,3590.765
20.0,1666,3624.209003
20.0,1712,3658.155
21.0,1648,3691.373001
21.0,1654,3724.382011
20.0,1727,3758.598001
20.0,1706,3792.788011
21.0,1653,3825.739002
21.0,1652,3858.487006
21.0,1654,3891.556
20.0,1668,3925.029
19.0,1799,3960.472
21.0,1655,3993.340001
21.0,1672,4026.431
20.0,1742,4061.072055
14.0,1916,4098.760011
21.0,1648,4131.557
21.0,1653,4164.546011
21.0,1653,4197.499011
20.0,1789,4233.184012
19.0,1829,4269.631
21.0,1650,4302.695005
20.0,1661,4335.946001
21.0,1652,4369.059998
19.0,1776,4404.631001
21.0,1690,4438.331
21.0,1648,4471.364006
19.0,1882,4508.723001
21.0,1692,4542.749
21.0,1652,4575.357004
21.0,1648,4608.00001
21.0,1655,4641.051002
21.0,1649,4674.004011
21.0,1648,4706.842005
19.0,1802,4742.712004
21.0,1647,4775.498
21.0,1650,4808.322003
21.0,1648,4841.182011
21.0,1653,4873.796011
21.0,1648,4906.590001
21.0,1690,4940.647001
21.0,1642,4973.322001
21.0,1655,5006.339005
20.0,1743,5041.218011
19.0,1822,5077.520011
21.0,1647,5110.113001
20.0,1724,5144.019
21.0,1649,5176.805012
21.0,1654,5209.828011
20.0,1741,5244.53
20.0,1724,5278.839002
21.0,1652,5311.965002
19.0,1803,5347.896012
21.0,1652,5381.114003
21.0,1654,5413.845999
21.0,1648,5446.823999
21.0,1654,5479.788001
21.0,1688,5513.534
21.0,1645,5546.629002
20.0,1746,5581.476011
21.0,1647,5614.146
20.0,1889,5651.901011
21.0,1652,5684.669011
21.0,1651,5717.718011
21.0,1693,5751.338002
21.0,1645,5784.057
21.0,1653,5816.834999
21.0,1649,5850.019004
21.0,1651,5882.861012
21.0,1649,5915.806001
21.0,1650,5948.872012
21.0,1648,5981.573
21.0,1652,6014.501003
21.0,1645,6047.413011
21.0,1790,6083.154011
21.0,1648,6116.079011
21.0,1652,6149.302011
21.0,1695,6182.806002
21.0,1651,6215.729001
20.0,1787,6251.371998
