# {"t_start": 1587134257.7468593, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-20.0,873,20.636003
-20.0,921,40.994003
-19.0,976,62.328002
-21.0,822,79.989003
-20.0,903,99.877002
-21.0,761,116.832002
-21.0,758,133.581003
-21.0,760,150.584003
-21.0,761,167.460002
-21.0,761,184.486003
-21.0,761,201.351006
-21.0,878,220.762002
-21.0,758,237.698005
-21.0,759,254.685003
-21.0,762,271.924003
-21.0,759,288.759004
-21.0,762,305.638003
-21.0,759,322.586002
-21.0,763,339.513002
-21.0,761,355.506003
-21.0,759,371.850003
-21.0,839,389.825003
-21.0,879,408.482003
-20.0,990,429.933002
-21.0,758,446.381002
-20.0,945,466.206004
-21.0,759,481.969003
-21.0,962,502.075002
-21.0,777,518.767003
-20.0,919,537.889003
-20.0,836,555.407004
-21.0,806,572.333002
-19.0,1171,596.831002
-20.0,1018,617.492003
-20.0,1146,641.850003
-21.0,911,660.607002
-19.0,1321,687.849002
-19.0,1055,709.081002
-16.0,1456,738.841002
-17.0,1309,765.329002
-19.0,1534,796.400003
-11.0,2069,837.656003
-10.0,2061,880.685003
-19.0,1476,909.599003
-10.0,2103,951.307003
-10.0,2171,993.884003
-5.0,2584,1044.348004
-3.0,2683,1096.868004
-8.0,2482,1145.313003
-5.0,2604,1196.096002
-5.0,2557,1245.495003
-8.0,2502,1293.766003
9.0,2883,1349.569002
6.0,3100,1409.551002
6.0,3080,1470.499002
12.0,2612,1521.126003
13.0,2674,1573.201004
13.0,2402,1620.736003
20.0,1751,1655.619003
18.0,2140,1697.947002
17.0,1907,1735.745002
20.0,1667,1768.768003
20.0,1699,1802.823003
20.0,1666,1835.834002
20.0,1667,1868.735002
21.0,1696,1903.011003
19.0,1810,1938.561004
20.0,1679,1972.205003
20.0,1784,2007.550002
20.0,1704,2041.695002
19.0,1906,2079.301003
20.0,1760,2114.312003
20.0,1725,2148.551003
20.0,1806,2184.707006
19.0,1770,2219.765003
20.0,1751,2254.702002
20.0,1782,2290.174003
18.0,1999,2330.077003
14.0,2006,2369.773003
20.0,1786,2404.582002
19.0,1854,2441.576002
20.0,1656,2474.313002
20.0,1769,2509.820003
20.0,1661,2542.953003
19.0,1783,2578.525003
20.0,1772,2613.827005
20.0,1747,2648.591003
-7.0,1914,2686.766004
19.0,1839,2723.124003
17.0,1955,2761.985002
20.0,1684,2795.878003
21.0,1749,2830.473004
19.0,1743,2865.289003
18.0,1927,2903.543003
21.0,1645,2936.238002
21.0,1650,2969.198003
21.0,1697,3002.387002
20.0,1722,3036.700003
21.0,1689,3069.974002
20.0,1747,3104.957004
19.0,1756,3140.009005
21.0,1692,3173.684003
20.0,1742,3208.553002
20.0,1659,3241.278003
20.0,1742,3275.841002
20.0,1670,3308.688002
20.0,1682,3342.071005
20.0,1664,3375.223003
20.0,1731,3409.799003
19.0,1751,3444.580002
21.0,1647,3477.172003
21.0,1695,3510.882003
21.0,1632,3543.535004
19.0,1785,3578.968002
21.0,1648,3611.670003
21.0,1653,3644.852002
21.0,1650,3677.864003
20.0,1690,3711.695003
19.0,1939,3750.415003
21.0,1651,3783.315003
21.0,1654,3816.387004
21.0,1650,3849.166003
20.0,1705,3883.280003
21.0,1654,3916.230003
20.0,1670,3949.197003
21.0,1654,3982.080003
21.0,1648,4014.877004
20.0,1741,4049.318006
16.0,1980,4088.522002
21.0,1650,4121.258002
21.0,1654,4154.316003
21.0,1652,4187.299003
21.0,1654,4220.171004
20.0,1657,4253.346002
21.0,1650,4286.200005
18.0,1762,4321.739005
21.0,1651,4354.745006
21.0,1649,4387.771003
21.0,1647,4420.677003
21.0,1647,4453.525002
20.0,1772,4488.755005
20.0,1660,4522.017003
21.0,1646,4554.710003
21.0,1654,4587.582002
19.0,1867,4624.704005
21.0,1646,4657.588002
20.0,1743,4692.240003
17.0,1874,4729.518003
20.0,1729,4764.058006
19.0,1760,4798.924004
20.0,1723,4833.126002
20.0,1749,4867.931003
21.0,1654,4900.906003
20.0,1891,4938.743003
21.0,1654,4971.942006
20.0,1693,5005.372003
19.0,1724,5039.756002
19.0,1756,5074.895003
20.0,1744,5109.375004
19.0,1762,5144.249002
20.0,1817,5180.678002
21.0,1651,5213.237003
20.0,1717,5247.798003
19.0,1770,5282.817003
19.0,1796,5318.883003
21.0,1652,5351.842002
21.0,1651,5384.736002
21.0,1648,5417.713004
19.0,2020,5458.146003
21.0,1692,5491.925002
21.0,1642,5524.499003
21.0,1649,5557.804003
21.0,1648,5590.471003
21.0,1649,5623.336003
21.0,1651,5656.205004
21.0,1648,5688.955003
20.0,1726,5723.332002
20.0,1743,5758.025003
20.0,1759,5792.922002
21.0,1643,5825.417003
20.0,1744,5860.407002
21.0,1650,5893.465004
21.0,1653,5926.452003
20.0,1744,5961.216003
21.0,1653,5994.170003
21.0,1647,6027.204003
21.0,1648,6060.238003
21.0,1645,6093.000004
21.0,1652,6125.863003
21.0,1651,6159.201003
21.0,1649,6191.904003
18.0,1921,6230.186002
21.0,1642,6263.099002
